fles,LocFixing,ChurnFxing,AddedFixing,RemovedFixing
modules/modarticlesarchive/tmpl/default.php,86,18,9,9
/modarticlescategories.php,133,4,2,2
modules/modarticlescategories/tmpl/default.php,111,9,5,4
/tmpl/defaultitems.php,17,16,8,8
/modarticlescategory.php,244,23,13,10
modules/modarticlescategory/tmpl/default.php,120,6,3,3
/modarticleslatest/modarticleslatest.php,34,12,6,6
modules/modarticleslatest/tmpl/default.php,142,4,2,2
modules/modarticlesnews/modarticlesnews.php,63,14,7,7
modules/modarticlesnews/tmpl/default.php,44,4,2,2
modules/modarticlesnews/tmpl/horizontal.php,189,2,1,1
modules/modarticlesnews/tmpl/vertical.php,99,2,1,1
/modarticlespopular/modarticlespopular.php,289,2,1,1
modules/modarticlespopular/tmpl/default.php,6,2,1,1
modules/modbanners/tmpl/default.php,99,2,1,1
modules/modbreadcrumbs/helper.php,289,2,1,1
modules/modbreadcrumbs/modbreadcrumbs.php,6,2,1,1
modules/modcustom/modcustom.php,69,1,1,0
modules/modcustom/tmpl/default.php,120,2,1,1
modules/modfeed/modfeed.php,17,4,2,2
modules/modfeed/tmpl/default.php,64,61,61,0
modules/modfinder/modfinder.php,34,10,10,0
modules/modfinder/tmpl/default.php,249,4,2,2
modules/modfooter/modfooter.php,198,4,2,2
modules/modfooter/tmpl/default.php,128,20,14,6
modules/modlanguages/modlanguages.php,178,5,4,1
modules/modlogin/helper.php,102,4,2,2
modules/modlogin/modlogin.php,52,8,1,7
modules/modmenu/modmenu.php,52,13,13,0
modules/modmenu/tmpl/default.php,118,93,50,43
modules/modmenu/tmpl/defaultcomponent.php,160,40,40,0
modules/modmenu/tmpl/defaultheading.php,64,12,11,1
modules/modmenu/tmpl/defaultseparator.php,128,171,101,70
modules/modrandomimage/modrandomimage.php,200,31,31,0
modules/modrandomimage/tmpl/default.php,112,17,12,5
modules/modrelateditems/helper.php,133,35,5,30
modules/modrelateditems/modrelateditems.php,249,8,0,8
modules/modrelateditems/tmpl/default.php,117,10,9,1
modules/modsearch/helper.php,54,19,0,19
modules/modsearch/modsearch.php,183,7,5,2
modules/modsearch/tmpl/default.php,59,2,1,1
modules/modstats/helper.php,85,6,0,6
modules/modstats/modstats.php,59,4,2,2
modules/modstats/tmpl/default.php,49,40,26,14
modules/modsyndicate/helper.php,216,18,10,8
modules/modsyndicate/modsyndicate.php,50,16,16,0
modules/modsyndicate/tmpl/default.php,22,2,1,1
modules/moduserslatest/helper.php,22,2,1,1
modules/moduserslatest/moduserslatest.php,70,2,1,1
modules/moduserslatest/tmpl/default.php,127,2,1,1
modules/modweblinks/modweblinks.php,51,2,1,1
modules/modweblinks/tmpl/default.php,70,2,1,1
modules/modwhosonline/helper.php,80,2,1,1
modules/modwhosonline/modwhosonline.php,67,2,1,1
modules/modwhosonline/tmpl/default.php,703,3,2,1
modules/modwrapper/helper.php,424,4,2,2
plugins/authentication/joomla/joomla.php,274,4,2,2
plugins/content/finder/finder.php,397,6,6,0
plugins/content/geshi/geshi.php,72,2,1,1
plugins/content/vote/vote.php,389,2,1,1
plugins/editorsxtd/image/image.php,285,2,1,1
plugins/editorsxtd/pagebreak/pagebreak.php,595,19,15,4
plugins/editorsxtd/readmore/readmore.php,428,4,2,2
plugins/extension/joomla/joomla.php,424,26,16,10
plugins/system/highlight/highlight.php,99,24,23,1
plugins/system/languagecode/languagecode.php,206,10,5,5
plugins/system/log/log.php,155,6,3,3
plugins/system/p3p/p3p.php,198,4,2,2
templates/beez3/component.php,394,2,1,1
templates/beez3/error.php,318,5,5,0
/beez3/html/comcontact/categories/default.php,318,4,2,2
/html/comcontact/categories/defaultitems.php,136,2,1,1
/beez3/html/comcontact/category/default.php,166,49,42,7
/comcontact/category/defaultchildren.php,153,25,19,6
/html/comcontact/category/defaultitems.php,124,92,72,20
/html/comcontact/contact/defaultaddress.php,388,7,7,0
/html/comcontact/contact/defaultarticles.php,65,8,8,0
/html/comcontact/contact/defaultform.php,780,16,7,9
/html/comcontact/contact/defaultlinks.php,153,7,4,3
/html/comcontact/contact/defaultprofile.php,85,9,5,4
/html/comcontact/contact/encyclopedia.php,166,6,3,3
/beez3/html/comcontent/archive/default.php,810,84,34,50
/html/comcontent/archive/defaultitems.php,266,15,6,9
/beez3/html/comcontent/article/default.php,303,24,12,12
/html/comcontent/article/defaultlinks.php,185,8,4,4
/beez3/html/comcontent/categories/default.php,378,74,39,35
/html/comcontent/categories/defaultitems.php,75,155,77,78
/beez3/html/comcontent/category/blog.php,187,30,16,14
/html/comcontent/category/blogchildren.php,103,16,15,1
/beez3/html/comcontent/category/blogitem.php,674,592,231,361
/html/comcontent/category/bloglinks.php,75,269,46,223
/beez3/html/comcontent/category/default.php,103,4,2,2
/comcontent/category/defaultchildren.php,169,2,1,1
/beez3/html/comcontent/featured/default.php,136,6,5,1
/html/comcontent/featured/defaultlinks.php,133,5,4,1
templates/beez3/html/comcontent/form/edit.php,143,22,18,4
/html/comnewsfeeds/categories/default.php,133,6,1,5
/comnewsfeeds/categories/defaultitems.php,130,5,1,4
/beez3/html/comnewsfeeds/category/default.php,129,22,4,18
/comnewsfeeds/category/defaultchildren.php,136,6,5,1
/html/comnewsfeeds/category/defaultitems.php,133,5,4,1
/html/comweblinks/categories/default.php,143,22,18,4
/comweblinks/categories/defaultitems.php,891,14,11,3
/beez3/html/comweblinks/category/default.php,140,11,5,6
/comweblinks/category/defaultchildren.php,67,17,10,7
/html/comweblinks/category/defaultitems.php,417,3,1,2
templates/beez3/html/comweblinks/form/edit.php,219,160,96,64
templates/beez3/html/message.php,137,3,2,1
templates/beez3/html/modbreadcrumbs/default.php,140,3,2,1
templates/beez3/html/modules.php,409,2,2,0
templates/protostar/component.php,145,16,15,1
templates/system/component.php,103,2,1,1
templates/system/html/modules.php,688,9,8,1
templates/system/index.php,378,6,3,3
/data/installerpackages/tplsimple/index.php,715,8,4,4
tests/plugins/authentication/example/example.php,329,3,1,2
tests/plugins/content/example/example.php,715,10,5,5
tests/plugins/extension/example/example.php,572,2,2,0
tests/plugins/system/example/example.php,480,3,2,1
tests/system/suite/acl/acl0001Test.php,295,9,3,6
tests/system/suite/acl/acl0002Test.php,237,2,1,1
tests/system/suite/acl/acl0003Test.php,96,122,72,50
tests/system/suite/articles/article0001Test.php,137,4,2,2
tests/system/suite/articles/article0003Test.php,272,2,1,1
tests/system/suite/articles/featured0002Test.php,316,12,1,11
tests/system/suite/comusers/group0001Test.php,162,17,9,8
tests/system/suite/comusers/group0002Test.php,662,2,1,1
tests/system/suite/comusers/group0003Test.php,205,9,7,2
tests/system/suite/comusers/user0001Test.php,201,7,7,0
tests/system/suite/comusers/user0002Test.php,201,7,7,0
/suite/controlpanel/controlpanel0001Test.php,417,27,22,5
/suite/controlpanel/controlpanel0002Test.php,201,2,1,1
tests/system/suite/menus/menu0002Test.php,201,2,1,1
tests/system/suite/modules/module0001Test.php,417,2,1,1
tests/system/suite/redirect/redirect0001Test.php,271,2,1,1
/suite/sampledata/sampledata0001Test.php,612,4,4,0
/webdriver/Pages/Extensions/ModuleEditPage.php,65,5,5,0
/Pages/Extensions/ModuleManagerPage.php,703,3,2,1
/system/webdriver/Pages/Menus/MenuEditPage.php,424,4,2,2
/webdriver/Pages/Menus/MenuItemEditPage.php,274,4,2,2
/Pages/Menus/MenuItemsManagerPage.php,397,6,6,0
/webdriver/Pages/Menus/MenuManagerPage.php,72,2,1,1
/Pages/System/AdminEditPage.php,389,2,1,1
/Pages/System/AdminLoginPage.php,285,2,1,1
/Pages/System/AdminManagerPage.php,595,19,15,4
/webdriver/Pages/System/AdminPage.php,428,4,2,2
/Pages/System/ControlPanelPage.php,424,26,16,10
/Pages/System/GenericAdminPage.php,99,24,23,1
/System/GlobalConfigurationPage.php,206,10,5,5
/system/webdriver/Pages/UserNotesEditPage.php,155,6,3,3
/webdriver/Pages/Users/GroupEditPage.php,198,4,2,2
/Pages/Users/GroupManagerPage.php,394,2,1,1
/webdriver/Pages/Users/LevelEditPage.php,318,5,5,0
/Pages/Users/LevelManagerPage.php,318,4,2,2
/webdriver/Pages/Users/UserEditPage.php,136,2,1,1
/Pages/Users/UserManagerPage.php,166,49,42,7
/webdriver/Pages/Users/UserNotesEditPage.php,153,25,19,6
/Pages/Users/UserNotesManagerPage.php,124,92,72,20
tests/system/webdriver/bootstrap.php,388,7,7,0
/webdriver/tests/JoomlaWebdriverTestCase.php,65,8,8,0
/system/webdriver/tests/experimental/Test1.php,780,16,7,9
/tests/extensions/ModuleManager0001Test.php,153,7,4,3
/tests/menus/MenuItemsManager0001Test.php,85,9,5,4
/webdriver/tests/menus/MenuManager0001Test.php,166,6,3,3
tests/system/webdriver/tests/phpunit.php,810,84,34,50
/tests/users/GroupManager0001Test.php,266,15,6,9
/tests/users/LevelManager0001Test.php,303,24,12,12
/tests/users/UserNotesManager0001Test.php,185,8,4,4
tests/unit/bootstrap.php,378,74,39,35
tests/unit/core/mock/application.php,135,2,1,1
tests/unit/core/mock/application/base.php,159,2,1,1
tests/unit/core/mock/application/cli.php,112,2,1,1
tests/unit/core/mock/application/web.php,118,2,1,1
tests/unit/core/mock/cache.php,8,8,4,4
tests/unit/core/mock/config.php,24,2,1,1
tests/unit/core/mock/controller.php,73,2,1,1
tests/unit/core/mock/database/driver.php,211,4,2,2
tests/unit/core/mock/database/query.php,187,2,1,1
tests/unit/core/mock/dispatcher.php,97,4,2,2
tests/unit/core/mock/document.php,116,14,7,7
tests/unit/core/mock/language.php,74,2,1,1
tests/unit/core/mock/rules.php,80,8,4,4
tests/unit/core/mock/session.php,170,8,4,4
tests/unit/core/reflection/reflection.php,312,8,4,4
/includes/JAdministratorHelperTest.php,122,4,2,2
/suites/libraries/captcha/JCaptchaTest.php,45,8,4,4
/unit/suites/libraries/editor/JEditorTest.php,22,4,2,2
/suites/libraries/error/JErrorPageTest.php,166,2,1,1
/unit/suites/libraries/feed/JFeedLinkTest.php,161,2,1,1
/suites/libraries/feed/JFeedPersonTest.php,148,2,1,1
/libraries/feed/stubs/JFeedParserMock.php,35,8,4,4
/feed/stubs/JFeedParserMockNamespace.php,64,8,4,4
/feed/stubs/JFeedParserProcessElementMock.php,69,10,5,5
/form/field/JFormFieldCaptchaTest.php,47,8,4,4
/form/field/JFormFieldChromestyleTest.php,81,8,4,4
/form/field/JFormFieldContentlanguageTest.php,48,23,23,0
/libraries/form/field/JFormFieldEditorTest.php,16,2,1,1
/form/field/JFormFieldHeadertagTest.php,197,4,2,2
/form/field/JFormFieldHelpsiteTest.php,243,8,4,4
/libraries/form/field/JFormFieldMediaTest.php,105,25,23,2
/libraries/form/field/JFormFieldMenuTest.php,113,9,8,1
/form/field/JFormFieldMenuitemTest.php,50,2,1,1
/form/field/JFormFieldModuleorderTest.php,197,2,1,1
/form/field/JFormFieldModulepositionTest.php,243,2,1,1
/form/field/JFormFieldModuletagTest.php,169,12,7,5
/form/field/JFormFieldTemplatestyleTest.php,231,9,6,3
/libraries/form/field/JFormFieldUserTest.php,86,20,15,5
/libraries/form/rule/JFormRuleCaptchaTest.php,66,2,1,1
tests/unit/suites/libraries/help/JHelpTest.php,52,4,2,2
/unit/suites/libraries/html/JHtmlBatchTest.php,92,4,2,2
/suites/libraries/html/JHtmlCategoryTest.php,268,2,1,1
/unit/suites/libraries/html/JHtmlIconsTest.php,270,2,1,1
/suites/libraries/html/JHtmlJqueryTest.php,67,2,1,1
/libraries/html/JHtmlSortablelistTest.php,197,16,8,8
/libraries/language/JLanguageMultilangTest.php,86,18,9,9
/suites/libraries/layout/JLayoutBaseTest.php,133,4,2,2
/suites/libraries/layout/JLayoutFileTest.php,111,9,5,4
/unit/suites/libraries/menu/JMenuSiteTest.php,17,16,8,8
/suites/libraries/pathway/JPathwaySiteTest.php,244,23,13,10
/libraries/router/JRouterAdministratorTest.php,120,6,3,3
/suites/libraries/router/JRouterSiteTest.php,34,12,6,6
/libraries/schema/JSchemaChangeitemTest.php,142,4,2,2
/libraries/schema/JSchemaChangesetTest.php,63,14,7,7
/changeitem/JSchemaChangeitemMysqlTest.php,44,4,2,2
/JSchemaChangeitemPostgresqlTest.php,189,2,1,1
/changeitem/JSchemaChangeitemSqlsrvTest.php,99,2,1,1
/suites/libraries/search/JSearchHelperTest.php,289,2,1,1
/libraries/toolbar/JToolbarButtonTest.php,6,2,1,1
/toolbar/button/JToolbarButtonConfirmTest.php,99,2,1,1
/toolbar/button/JToolbarButtonCustomTest.php,289,2,1,1
/toolbar/button/JToolbarButtonHelpTest.php,6,2,1,1
/toolbar/button/JToolbarButtonLinkTest.php,69,1,1,0
/toolbar/button/JToolbarButtonPopupTest.php,120,2,1,1
/button/JToolbarButtonSeparatorTest.php,17,4,2,2
/toolbar/button/JToolbarButtonSliderTest.php,64,61,61,0
/toolbar/button/JToolbarButtonStandardTest.php,34,10,10,0
/suites/libraries/version/JVersionTest.php,249,4,2,2
components/comtags/views/tag/tmpl/default.php,198,4,2,2
components/comtags/views/tag/view.html.php,128,20,14,6
/comtags/views/tags/tmpl/defaultbatch.php,178,5,4,1
/comconfig/controller/modules/display.php,102,4,2,2
components/comconfig/controller/modules/save.php,52,8,1,7
/libraries/cms/installer/JInstallerTest.php,52,13,13,0
layouts/joomla/modal/main.php,118,93,50,43
/classloader.phpcms/class/loader.php,160,40,40,0
libraries/joomla/form/rule/options.php,64,12,11,1
/components/comconfig/model/component.php,128,171,101,70
libraries/cms/form/field/usergrouplist.php,200,31,31,0
/views/association/tmpl/edit.php,112,17,12,5
plugins/fields/integer/tmpl/integer.php,133,35,5,30
/libraries/cms/helper/JHelperMediaTest.php,249,8,0,8
/modules/modmenu/tmpl/defaultsubmenu.php,117,10,9,1
libraries/classmap.php,103,4,2,2
/BaseModel.phpBaseDatabaseModel.php,169,2,1,1
libraries/src/MVC/Model/FormModel.php,136,6,5,1
libraries/src/MVC/Model/ItemModel.php,133,5,4,1
libraries/src/Version.php,143,22,18,4
plugins/content/pagenavigation/tmpl/default.php,133,6,1,5
components/comwrapper/views/wrapper/tmpl/default.php,130,5,1,4
layouts/joomla/content/infoblock/associations.php,129,22,4,18
administrator/components/comadmin/models/sysinfo.php,136,6,5,1
administrator/components/comusers/models/notes.php,133,5,4,1
installation/model/setup.php,143,22,18,4
plugins/system/remember/remember.php,891,14,11,3
components/comtags/controllers/tags.php,140,11,5,6
administrator/components/comconfig/model/field/filters.php,67,17,10,7
administrator/components/comjoomlaupdate/restore.php,417,3,1,2
components/comcontact/views/contact/tmpl/default.php,219,160,96,64
libraries/src/Toolbar/Button/HelpButton.php,137,3,2,1
templates/beez3/html/comcontact/contact/default.php,140,3,2,1
/libraries/cms/toolbar/button/JToolbarButtonHelpTest.php,409,2,2,0
/comactionlogs/helpers/actionlogs.php,145,16,15,1
/comactionlogs/helpers/actionlogsphp55.php,103,2,1,1
/comconfig/controller/component/save.php,688,9,8,1
components/comconfig/controller/display.php,378,6,3,3
libraries/src/Form/Rule/SubFormRule.php,715,8,4,4
/components/comtemplates/controllers/template.php,329,3,1,2
libraries/phputf8/native/core.php,715,10,5,5
libraries/phputf8/ord.php,572,2,2,0
libraries/phputf8/utf8.php,480,3,2,1
libraries/phputf8/utils/bad.php,295,9,3,6
libraries/phputf8/utils/position.php,237,2,1,1
libraries/phputf8/utils/unicode.php,96,122,72,50
libraries/phputf8/utils/validation.php,137,4,2,2
administrator/components/combanners/models/tracks.php,272,2,1,1
libraries/src/Log/DelegatingPsrLogger.php,316,12,1,11
